year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2007,33,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.491,89.243
2003,58,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.176,65.111
2005,27,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.982,145.805
2009,52,M,Separated,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2003,45,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,3.716,41.100
2003,22,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.225,68.396
2005,25,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.398,81.283
2004,25,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2005,41,M,Married,Black,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.875,130.982
2006,54,M,Separated,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.000,148.413
2007,23,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.397,81.227
2006,36,M,Never Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.146,63.189
2004,31,M,Separated,White,Some College,Middle Atlantic,Industrial,Good,Y,4.544,94.073
2006,52,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.529,92.658
2007,46,M,Married,Black,HS Grad,Middle Atlantic,Information,Good,N,4.342,76.894
2007,45,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2009,40,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.380,79.855
2004,33,M,Never Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.462,86.695
2007,42,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.898,133.972
2007,41,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.833,125.525
2007,25,M,Never Married,Other,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.531,92.896
2005,24,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.279,72.150
2006,24,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2008,51,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.255,70.476
2004,41,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.845,127.116
2009,42,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2005,30,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2009,55,M,Married,Asian,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.000,54.598
2008,23,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.431,84.046
2003,60,M,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,N,4.447,85.384
2003,40,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.954,141.775
2008,41,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.708,110.783
2003,80,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.380,79.855
2005,53,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.580,97.493
2004,40,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,5.146,171.765
2009,35,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.923,137.481
2009,55,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.322,75.356
2008,24,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.301,73.776
2007,39,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2003,30,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.556,95.231
2005,68,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2004,54,M,Married,Black,HS Grad,Middle Atlantic,Information,Good,Y,4.699,109.834
2008,27,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.398,81.283
2005,34,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2004,53,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,4.845,127.116
2004,48,M,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.447,85.384
2005,59,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2004,30,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2007,45,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.097,163.516
2007,39,M,Married,Other,College Grad,Middle Atlantic,Information,Good,Y,4.653,104.922
2008,45,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Good,N,4.602,99.689
2007,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.641,281.746
2003,30,M,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.929,138.299
2005,57,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2004,53,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.919,136.876
2009,42,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.230,186.877
2005,23,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.505,90.482
2009,58,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.447,85.384
2005,43,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.978,145.144
2003,33,M,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.792,120.589
2004,56,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.623,101.824
2006,37,M,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,N,4.690,108.875
2009,41,M,Divorced,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,3.653,38.606
2007,33,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.531,92.896
2007,50,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.839,126.324
2003,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.255,191.574
2004,53,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.049,155.901
2005,37,M,Widowed,White,Some College,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2006,20,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.079,59.097
2003,26,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2003,29,M,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,N,4.505,90.482
2008,57,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2009,47,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,5.021,151.591
2004,54,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,5.607,272.295
2007,38,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.580,97.493
2006,23,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.221,68.112
2004,31,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2004,43,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.607,272.295
2003,33,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,N,4.716,111.721
2004,48,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.845,127.116
2008,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2009,52,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2008,30,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.246,69.792
2004,44,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2004,38,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.846,127.273
2008,51,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,5.079,160.642
2007,47,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,5.146,171.765
2005,28,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.954,141.775
2004,52,M,Divorced,White,Some College,Middle Atlantic,Information,Very Good,Y,4.748,115.375
2004,23,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.279,72.150
2003,65,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.301,73.776
2005,27,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.845,127.116
2004,33,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,3.041,20.934
2008,49,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.380,79.855
2008,27,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.633,102.870
2008,48,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.748,115.375
2005,38,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.580,97.493
2008,58,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.653,104.922
2003,40,M,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,4.748,115.375
2007,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.538,93.487
2009,53,M,Married,Black,Some College,Middle Atlantic,Information,Good,Y,4.813,123.090
2009,25,M,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2003,42,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.568,96.371
2004,40,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.431,84.046
2006,35,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2005,50,M,Separated,White,HS Grad,Middle Atlantic,Information,Good,N,4.556,95.231
2004,34,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2009,48,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.633,102.870
2004,49,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,4.716,111.721
2009,41,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,N,4.544,94.073
2004,37,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2003,58,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2006,28,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Good,N,4.221,68.112
2003,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.857,128.680
2003,50,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.969,143.927
2009,38,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.643,103.902
2003,48,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.519,91.699
2008,30,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.556,95.231
2006,49,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.929,138.299
2005,44,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.775,118.557
2009,50,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2009,58,M,Married,Asian,College Grad,Middle Atlantic,Information,Good,Y,4.740,114.476
2004,45,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.011,150.013
2005,44,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.580,97.493
2005,35,M,Divorced,White,College Grad,Middle Atlantic,Information,Good,N,4.505,90.482
2005,59,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.398,81.283
2009,45,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.875,130.982
2004,51,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,5.017,150.963
2006,61,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.875,130.982
2008,45,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.978,145.144
2003,34,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.505,90.482
2007,33,M,Married,White,College Grad,Middle Atlantic,Information,Good,N,4.732,113.567
2005,45,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.477,87.981
2009,50,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,5.061,157.701
2006,50,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2005,39,M,Married,White,Some College,Middle Atlantic,Information,Good,N,4.431,84.046
2009,26,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.079,160.644
2007,49,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,3.869,47.906
2003,20,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.079,59.097
2003,31,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.398,81.283
2007,49,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.477,87.981
2007,56,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2005,61,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.968,143.809
2005,56,M,Separated,White,HS Grad,Middle Atlantic,Information,Good,Y,4.708,110.783
2009,51,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.778,118.884
2004,42,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.792,120.589
2004,45,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.607,272.295
2006,30,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.658,105.376
2005,48,M,Never Married,White,College Grad,Middle Atlantic,Information,Good,N,4.234,69.011
2009,33,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2007,50,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.491,89.243
2003,31,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.146,171.765
2003,48,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,4.892,133.232
2005,35,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.301,200.543
2009,47,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.531,92.896
2007,45,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,5.000,148.413
2009,52,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.785,119.743
2007,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.415,82.680
2007,47,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,N,4.663,105.928
2009,49,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,5.591,267.901
2007,36,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.653,104.922
2005,51,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,N,4.845,127.116
2008,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,5.061,157.701
2004,37,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,N,5.000,148.413
2005,23,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.176,65.111
2008,43,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.653,104.922
2006,34,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.362,78.392
2008,58,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.936,139.214
2009,44,M,Never Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.724,112.649
2008,61,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.380,79.855
2005,40,M,Divorced,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2003,37,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.716,111.721
2003,33,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.653,104.922
2004,38,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2006,41,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.602,99.689
2005,30,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.653,104.922
2003,51,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.260,70.815
2003,39,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2006,56,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2007,44,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.580,97.493
2005,51,M,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2006,35,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.320,75.200
2009,27,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.176,65.111
2003,47,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.987,146.463
2007,51,M,Married,Asian,Some College,Middle Atlantic,Information,Good,N,4.398,81.283
2006,41,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.845,127.116
2005,63,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.301,73.776
2009,61,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.176,65.111
2004,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2009,33,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.380,79.855
2009,35,M,Separated,White,< HS Grad,Middle Atlantic,Information,Good,N,4.301,73.776
2003,28,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2007,50,M,Married,Asian,Some College,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2007,41,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.651,284.525
2008,23,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,N,4.778,118.884
2004,45,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.672,106.922
2007,63,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.605,100.013
2006,59,M,Married,Black,Some College,Middle Atlantic,Information,Good,Y,4.690,108.875
2005,30,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2003,30,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.748,115.375
2007,45,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.875,130.982
2005,42,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.380,79.855
2009,57,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.672,106.922
2003,52,M,Divorced,White,Some College,Middle Atlantic,Industrial,Good,N,3.134,22.962
2003,54,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.747,115.182
2005,30,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.643,103.902
